Finding ID,Severity,Rule ID,Title,Version,Vulnerability Discussion,Check Content,Fix Text,False Positives,False Negatives,Mitigations,Documentable
V-253317,MEDIUM,SV-253317r991581_rule,The system must be configured to audit Logon/Logoff - Logon successes.,WN11-AU-000075,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Logon records user logons. If this is an interactive logon, it is recorded on the local system. If it is to a network share, it is recorded on the system accessed.","Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Logon/Logoff >> Logon - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> ""Audit Logon"" with ""Success"" selected.",,,,FALSE
V-253318,MEDIUM,SV-253318r991578_rule,The system must be configured to audit Logon/Logoff - Special Logon successes.,WN11-AU-000080,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Special Logon records special logons which have administrative privileges and can be used to elevate processes.","Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Logon/Logoff >> Special Logon - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> ""Audit Special Logon"" with ""Success"" selected.",,,,FALSE
V-253319,MEDIUM,SV-253319r991572_rule,Windows 11 must be configured to audit Object Access - File Share failures.,WN11-AU-000081,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Auditing file shares records events related to connection to shares on a system including system shares such as C$.","Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:

Open PowerShell or a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*""
Compare the AuditPol settings with the following:
Object Access >> File Share - Failure

If the system does not audit the above, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> ""Audit File Share"" with ""Failure"" selected.",,,,FALSE
V-253320,MEDIUM,SV-253320r991572_rule,Windows 11 must be configured to audit Object Access - File Share successes.,WN11-AU-000082,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Auditing file shares records events related to connection to shares on a system including system shares such as C$.","Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:

Open PowerShell or a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*""

Compare the AuditPol settings with the following:

Object Access >> File Share - Success

If the system does not audit the above, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> ""Audit File Share"" with ""Success"" selected.",,,,FALSE
V-253321,MEDIUM,SV-253321r991572_rule,Windows 11 must be configured to audit Object Access - Other Object Access Events successes.,WN11-AU-000083,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Auditing for other object access records events related to the management of task scheduler jobs and COM+ objects.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.
Use the AuditPol tool to review the current Audit Policy configuration:

Open PowerShell or a Command Prompt with elevated privileges (""Run as Administrator"").

Enter ""AuditPol /get /category:*""

Compare the AuditPol settings with the following:

Object Access >> Other Object Access Events - Success

If the system does not audit the above, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> ""Audit Other Object Access Events"" with ""Success"" selected.",,,,FALSE
V-253322,MEDIUM,SV-253322r991572_rule,Windows 11 must be configured to audit Object Access - Other Object Access Events failures.,WN11-AU-000084,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Auditing for other object access records events related to the management of task scheduler jobs and COM+ objects.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:

Open PowerShell or a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*""
Compare the AuditPol settings with the following:
Object Access >> Other Object Access Events - Failure

If the system does not audit the above, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> ""Audit Other Object Access Events"" with ""Failure"" selected.",,,,FALSE
V-253323,MEDIUM,SV-253323r991583_rule,The system must be configured to audit Object Access - Removable Storage failures.,WN11-AU-000085,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Auditing object access for removable media records events related to access attempts on file system objects on removable storage devices.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Object Access >> Removable Storage - Failure

Some virtual machines may generate excessive audit events for access to the virtual hard disk itself when this setting is enabled. This may be set to Not Configured in such cases and would not be a finding. This must be documented with the ISSO to include mitigations such as monitoring or restricting any actual removable storage connected to the VM.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> ""Audit Removable Storage"" with ""Failure"" selected.",,,,FALSE
V-253324,MEDIUM,SV-253324r991583_rule,The system must be configured to audit Object Access - Removable Storage successes.,WN11-AU-000090,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Auditing object access for removable media records events related to access attempts on file system objects on removable storage devices.","Security Option ""Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Object Access >> Removable Storage - Success

Some virtual machines may generate excessive audit events for access to the virtual hard disk itself when this setting is enabled. This may be set to Not Configured in such cases and would not be a finding. This must be documented with the ISSO to include mitigations such as monitoring or restricting any actual removable storage connected to the VM.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> ""Audit Removable Storage"" with ""Success"" selected.",,,,FALSE
V-253325,MEDIUM,SV-253325r991572_rule,The system must be configured to audit Policy Change - Audit Policy Change successes.,WN11-AU-000100,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Policy Change records events related to changes in audit policy.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Policy Change >> Audit Policy Change - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change >> ""Audit Policy Change"" with ""Success"" selected.",,,,FALSE
V-253326,MEDIUM,SV-253326r991572_rule,The system must be configured to audit Policy Change - Authentication Policy Change successes.,WN11-AU-000105,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Authentication Policy Change records events related to changes in authentication policy including Kerberos policy and Trust changes.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.
Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Policy Change >> Authentication Policy Change - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change >> ""Audit Authentication Policy Change"" with ""Success"" selected.",,,,FALSE
V-253327,MEDIUM,SV-253327r991572_rule,The system must be configured to audit Policy Change - Authorization Policy Change successes.,WN11-AU-000107,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Authorization Policy Change records events related to changes in user rights, such as create a token object.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
-Open a Command Prompt with elevated privileges (""Run as Administrator"").
-Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding.

Policy Change >> Authorization Policy Change - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change >> ""Audit Authorization Policy Change"" with ""Success"" selected.",,,,FALSE
V-253328,MEDIUM,SV-253328r958732_rule,The system must be configured to audit Privilege Use - Sensitive Privilege Use failures.,WN11-AU-000110,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Sensitive Privilege Use records events related to use of sensitive privileges, such as ""Act as part of the operating system"" or ""Debug programs"".","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Privilege Use >> Sensitive Privilege Use - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Privilege Use >> ""Audit Sensitive Privilege Use"" with ""Failure"" selected.",,,,FALSE
V-253329,MEDIUM,SV-253329r991575_rule,The system must be configured to audit Privilege Use - Sensitive Privilege Use successes.,WN11-AU-000115,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Sensitive Privilege Use records events related to use of sensitive privileges, such as ""Act as part of the operating system"" or ""Debug programs"".","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Privilege Use >> Sensitive Privilege Use - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Privilege Use >> ""Audit Sensitive Privilege Use"" with ""Success"" selected.",,,,FALSE
V-253330,MEDIUM,SV-253330r991586_rule,The system must be configured to audit System - IPsec Driver failures.,WN11-AU-000120,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

IPsec Driver records events related to the IPsec Driver such as dropped packets.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> IPsec Driver - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit IPsec Driver"" with ""Failure"" selected.",,,,FALSE
V-253331,MEDIUM,SV-253331r991579_rule,The system must be configured to audit System - Other System Events successes.,WN11-AU-000130,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Other System Events records information related to cryptographic key operations and the Windows Firewall service.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> Other System Events - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit Other System Events"" with ""Success"" selected.",,,,FALSE
V-253332,MEDIUM,SV-253332r991579_rule,The system must be configured to audit System - Other System Events failures.,WN11-AU-000135,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Other System Events records information related to cryptographic key operations and the Windows Firewall service.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> Other System Events - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit Other System Events"" with ""Failure"" selected.",,,,FALSE
V-253333,MEDIUM,SV-253333r991575_rule,The system must be configured to audit System - Security State Change successes.,WN11-AU-000140,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Security State Change records events related to changes in the security state, such as startup and shutdown of the system.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> Security State Change - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit Security State Change"" with ""Success"" selected.",,,,FALSE
V-253334,MEDIUM,SV-253334r991575_rule,The system must be configured to audit System - Security System Extension successes.,WN11-AU-000150,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Security System Extension records events related to extension code being loaded by the security subsystem.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> Security System Extension - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit Security System Extension"" with ""Success"" selected.",,,,FALSE
V-253335,MEDIUM,SV-253335r991573_rule,The system must be configured to audit System - System Integrity failures.,WN11-AU-000155,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

System Integrity records events related to violations of integrity to the security subsystem.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> System Integrity - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit System Integrity"" with ""Failure"" selected.",,,,FALSE
V-253336,MEDIUM,SV-253336r991573_rule,The system must be configured to audit System - System Integrity successes.,WN11-AU-000160,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

System Integrity records events related to violations of integrity to the security subsystem.","Security Option ""Audit: Force audit policy subcategory settings to override audit policy category settings"" must be set to ""Enabled"" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""Run as Administrator"").
Enter ""AuditPol /get /category:*"".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> System Integrity - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit System Integrity"" with ""Success"" selected.",,,,FALSE
V-253337,MEDIUM,SV-253337r958752_rule,The Application event log size must be configured to 32768 KB or greater.,WN11-AU-000500,Inadequate log size will cause the log to fill up quickly. This may prevent audit events from being recorded properly and require frequent attention by administrative personnel.,"If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\EventLog\Application\

Value Name: MaxSize

Value Type: REG_DWORD
Value: 0x00008000 (32768) (or greater)","If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> Application >> ""Specify the maximum log file size (KB)"" to ""Enabled"" with a ""Maximum Log Size (KB)"" of ""32768"" or greater.",,,,FALSE
V-253338,MEDIUM,SV-253338r958752_rule,The Security event log size must be configured to 1024000 KB or greater.,WN11-AU-000505,Inadequate log size will cause the log to fill up quickly. This may prevent audit events from being recorded properly and require frequent attention by administrative personnel.,"If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\EventLog\Security\

Value Name: MaxSize

Value Type: REG_DWORD
Value: 0x000fa000 (1024000) (or greater)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> Security >> ""Specify the maximum log file size (KB)"" to ""Enabled"" with a ""Maximum Log Size (KB)"" of ""1024000"" or greater.

If the system is configured to send audit records directly to an audit server, this must be documented with the ISSO.",,,,FALSE
V-253339,MEDIUM,SV-253339r958752_rule,The System event log size must be configured to 32768 KB or greater.,WN11-AU-000510,Inadequate log size will cause the log to fill up quickly. This may prevent audit events from being recorded properly and require frequent attention by administrative personnel.,"If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\EventLog\System\

Value Name: MaxSize

Value Type: REG_DWORD
Value: 0x00008000 (32768) (or greater)","If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> System >> ""Specify the maximum log file size (KB)"" to ""Enabled"" with a ""Maximum Log Size (KB)"" of ""32768"" or greater.",,,,FALSE
V-253340,MEDIUM,SV-253340r958434_rule,Windows 11 permissions for the Application event log must prevent access by non-privileged accounts.,WN11-AU-000515,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. The Application event log may be susceptible to tampering if proper permissions are not applied.","Verify the permissions on the Application event log (Application.evtx). Standard user accounts or groups must not have access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory. They may have been moved to another folder.

If the permissions for these files are not as restrictive as the ACLs listed, this is a finding.

Note: If ""APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES"" has Special Permissions, this would not be a finding.","Ensure the permissions on the Application event log (Application.evtx) are configured to prevent standard user accounts or groups from having access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".",,,,FALSE
V-253341,MEDIUM,SV-253341r958434_rule,Windows 11 permissions for the Security event log must prevent access by non-privileged accounts.,WN11-AU-000520,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. The Security event log may disclose sensitive information or be susceptible to tampering if proper permissions are not applied.","Verify the permissions on the Security event log (Security.evtx). Standard user accounts or groups must not have access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory. They may have been moved to another folder.

If the permissions for these files are not as restrictive as the ACLs listed, this is a finding.

Note: If ""APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES"" has Special Permissions, this would not be a finding.","Ensure the permissions on the Security event log (Security.evtx) are configured to prevent standard user accounts or groups from having access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".",,,,FALSE
V-253342,MEDIUM,SV-253342r958434_rule,Windows 11 permissions for the System event log must prevent access by non-privileged accounts.,WN11-AU-000525,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. The System event log may be susceptible to tampering if proper permissions are not applied.","Verify the permissions on the System event log (System.evtx). Standard user accounts or groups must not have access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory. They may have been moved to another folder.

If the permissions for these files are not as restrictive as the ACLs listed, this is a finding.

Note: If ""APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES"" has Special Permissions, this would not be a finding.","Ensure the permissions on the System event log (System.evtx) are configured to prevent standard user accounts or groups from having access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".",,,,FALSE
